-0.800000000	-0.732467426
-0.750000000	-0.978599320
-0.700000000	-0.670336024
-0.650000000	-0.283520537
-0.600000000	0.048454058
-0.550000000	0.306369628
-0.500000000	0.500173854
-0.450000000	0.644147366
-0.400000000	0.750656052
-0.350000000	0.829194426
-0.300000000	0.886767653
-0.250000000	0.928483576
-0.200000000	0.958065898
-0.150000000	0.978242315
-0.100000000	0.991024259
-0.050000000	0.997905087
0.050000000	0.998145073
0.100000000	0.992967740
0.150000000	0.984937266
0.200000000	0.974401112
0.250000000	0.961611211
0.300000000	0.946742990
0.350000000	0.929909038
0.400000000	0.911168791
0.450000000	0.890535152
0.500000000	0.867978687
0.550000000	0.843429822
0.600000000	0.816779307
0.650000000	0.787877097
0.700000000	0.756529676
0.750000000	0.722495796
0.800000000	0.685480497
0.850000000	0.645127217
0.900000000	0.601007742
0.950000000	0.552609705
1.000000000	0.499321379
1.050000000	0.440413645
1.100000000	0.375019453
1.150000000	0.302112018
1.200000000	0.220485129
1.250000000	0.128743371
1.300000000	0.025319364
1.350000000	-0.091445154
1.400000000	-0.223075644
1.450000000	-0.370428683
1.500000000	-0.532473373
1.550000000	-0.703573908
1.600000000	-0.867471876
1.650000000	-0.984145379
1.700000000	-0.962871448
1.750000000	-0.621478224
1.800000000	0.260352404
