-9.500000000	-0.999998010
-9.450000000	-0.942209303
-9.400000000	-0.793030706
-9.350000000	-0.587719057
-9.300000000	-0.358017986
-9.250000000	-0.128656675
-9.200000000	0.083580667
-9.150000000	0.269144559
-9.100000000	0.424202163
-9.050000000	0.548913701
-9.000000000	0.645862811
-8.950000000	0.718805498
-8.900000000	0.771772623
-8.850000000	0.808489405
-8.800000000	0.832046288
-8.750000000	0.844752538
-8.700000000	0.848113956
-8.650000000	0.842890658
-8.600000000	0.829204829
-8.550000000	0.806679370
-8.500000000	0.774595681
-8.450000000	0.732062698
-8.400000000	0.678190419
-8.350000000	0.612260396
-8.300000000	0.533884086
-8.250000000	0.443138421
-8.200000000	0.340667327
-8.150000000	0.227738744
-8.100000000	0.106249254
-8.050000000	-0.021327367
-8.000000000	-0.152045960
-7.950000000	-0.282642622
-7.900000000	-0.409721229
-7.850000000	-0.529956848
-7.800000000	-0.640297008
-7.750000000	-0.738142146
-7.700000000	-0.821489230
-7.650000000	-0.889027138
-7.600000000	-0.940178123
-7.550000000	-0.975085710
-7.500000000	-0.994554846
-7.450000000	-0.999954290
-7.400000000	-0.993093769
-7.350000000	-0.976089122
-7.300000000	-0.951227789
-7.250000000	-0.920844836
-7.200000000	-0.887216829
-7.150000000	-0.852477695
-7.100000000	-0.818557719
-7.050000000	-0.787144288
-7.000000000	-0.759661159
-6.950000000	-0.737261853
-6.900000000	-0.720832344
-6.850000000	-0.710998304
-6.800000000	-0.708132781
-6.750000000	-0.712361055
-6.700000000	-0.723560593
-6.650000000	-0.741355263
-6.600000000	-0.765104322
-6.550000000	-0.793888017
-6.500000000	-0.826492903
-6.450000000	-0.861401124
-6.400000000	-0.896788728
-6.350000000	-0.930538594
-6.300000000	-0.960273424
-6.250000000	-0.983413533
-6.200000000	-0.997262585
-6.150000000	-0.999122065
-6.100000000	-0.986432152
-6.050000000	-0.956933049
-6.000000000	-0.908837025
-5.950000000	-0.840998027
-5.900000000	-0.753063185
-5.850000000	-0.645589512
-5.800000000	-0.520109961
-5.750000000	-0.379136030
-5.700000000	-0.226089155
-5.650000000	-0.065159806
-5.600000000	0.098899213
-5.550000000	0.261031345
-5.500000000	0.416166508
-5.450000000	0.559518569
-5.400000000	0.686864305
-5.350000000	0.794779765
-5.300000000	0.880814538
-5.250000000	0.943591210
-5.200000000	0.982825382
-5.150000000	0.999269782
-5.100000000	0.994593278
-5.050000000	0.971211013
-5.000000000	0.932084955
-4.950000000	0.880514739
-4.900000000	0.819937026
-4.850000000	0.753748144
-4.800000000	0.685160336
-4.750000000	0.617097050
-4.700000000	0.552128104
-4.650000000	0.492441668
-4.600000000	0.439847058
-4.550000000	0.395800475
-4.500000000	0.361444870
-4.450000000	0.337655012
-4.400000000	0.325079228
-4.350000000	0.324170121
-4.300000000	0.335197543
-4.250000000	0.358238297
-4.200000000	0.393138479
-4.150000000	0.439446083
-4.100000000	0.496313978
-4.050000000	0.562376592
-4.000000000	0.635608141
-3.950000000	0.713175986
-3.900000000	0.791309678
-3.850000000	0.865213938
-3.800000000	0.929061263
-3.750000000	0.976105316
-3.700000000	0.998957542
-3.650000000	0.990063685
-3.600000000	0.942401224
-3.550000000	0.850390869
-3.500000000	0.710974497
